CHEMICAL_REPORT_ID,CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,DOMESTIC PARENT COMPANY NAME,DOMESTIC PC ADDRESS LINE1,DOMESTIC PC ADDRESS LINE2,DOMESTIC PC CITY,DOMESTIC PC COUNTY / PARISH,DOMESTIC PC STATE,DOMESTIC PC POSTAL CODE,DOMESTIC PC DUN & BRADSTREET NUMBER,FOREIGN PARENT COMPANY NAME,FOREIGN PC ADDRESS LINE1,FOREIGN PC ADDRESS LINE2,FOREIGN PC CITY,FOREIGN PC COUNTY / PARISH,FOREIGN PC POSTAL CODE,FOREIGN PC COUNTRY CODE,FOREIGN PC DUN & BRADSTREET NUMBER,SITE NAME,SITE ADDRESS LINE1,SITE ADDRESS LINE2,SITE CITY,SITE COUNTY / PARISH,SITE STATE,SITE POSTAL CODE,SITE LATITUDE,SITE LONGITUDE,SITE DUN & BRADSTREET NUMBER,EPA-TSCA PROGRAM ID,EPA FACILITY REGISTRY ID,SITE NAICS CODE 1,SITE NAICS ACTIVITY 1,SITE NAICS CODE 2,SITE NAICS ACTIVITY 2,SITE NAICS CODE 3,SITE NAICS ACTIVITY 3,ACTIVITY,2019 DOMESTIC PV,2019 IMPORT PV,2019 PV,2018 PV,2017 PV,2016 PV,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV,IMPORTED CHEM NEVER AT SITE,2019 V USED ON-SITE,2019 V EXPORTED,PCT BYP CODE,PERCENT BYPRODUCT,WORKERS CODE,WORKERS,MAX CONC CODE,MAXIMUM CONCENTRATION,RECYCLED,PHYSICAL FORM(S),C / C PROD CAT CODE,CONSUMER / COMMERCIAL PRODUCT CATEGORY,CONS / COMM PROD CAT OTHER DESC,C / C FC CODE,CONS / COMM FUNCTION CATEGORY,CONS / COMM FUNCT CAT OTHER DESC,JOINT FC CODE,JOINT FUNCTION CATEGORY,JOINT FUNCT CAT OTHER DESC,CONS OR COMM USE,USED IN PROD FOR CHILDREN,C / C PV PCT,C / C MAX CONC CODE,C / C MAXIMUM CONCENTRATION,COMM WORKERS CODE,COMMERCIAL WORKERS,Name
710865,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,UNIVAR SOLUTIONS INC.,"3075 Highland Pkwy., Ste. 200",,Downers Grove,DuPage,IL,60515-5560,09-877-7053,,,,,,,,,UNIVAR SOLUTIONS USA THE WOODLANDS,3 WATERWAY SQUARE PL STE 1000,,THE WOODLANDS,MONTGOMERY,TX,77380-3488,30.16051,-95.45622,08-055-6410,TSCA10066719,110070516149,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"305,516","305,516",0,0,0,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,NKRA,Not Known or Reasonably Ascertainable,W1,< 10,NKRA,Not Known or Reasonably Ascertainable,No,Liquid,CC301,"Packaging (excluding food packaging), including paper articles",,F052,Plasticizer,,,,,Both,No,20,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
712089,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"Tricon International, Ltd","777 Post Oak Blvd, Suite 550",,Houston,Harris,TX,77056,02-314-0093,,,,,,,,,"TRICON INTERNATIONAL, LTD","777 POST OAK BLVD, SUITE 550",,HOUSTON,,TX,77056,29.75392,-95.45702,02-314-0093,TSCA76682,110061088870,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,,,,,0,0,CBI,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
715822,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,MOMENTIVE PERFORMANCE MATERIALS,260 Hudson River Road,,Waterford,Saratoga,NY,12188,00-208-0034,,,,,,,,,MOMENTIVE PERFORMANCE MATERIALS - WATERFORD,260 HUDSON RIVER RD,,WATERFORD,SARATOGA COUNTY,NY,12188,42.817119,-73.665314,00-208-0034,100607111,110000324440,325188 All Other Basic Inorganic Chemical Manufacturing,Both,325211 Plastics Material And Resin Manufacturing,Both,325199 All Other Basic Organic Chemical Manufacturing,Both,Manufacture,"2,985",0,"2,985","2,483","3,936","3,100","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",No,"2,985",0,B1,0 percent by weight,W5,100 - 499,M2,1% - < 30%,No,Liquid,,,,,,,,,,,,,,,,,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
717458,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"Formosa Plastics Corporation, U.S.A.",9 PEACH TREE HILL ROAD,,Livingston,NJ,NJ,7039,03-994-4004,,,,,,,,,"FORMOSA GLOBAL SOLUTIONS, INC.",9 PEACH TREE HILL RD,,LIVINGSTON,ESSEX COUNTY,NJ,7039,40.77016,-74.3635,03-994-4004,200001893,110004123742,325211 Plastics Material And Resin Manufacturing,Import,,,,,Import,0,"480,453","480,453","437,485","964,480",0,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,CC980,Other (specify),Not Known,F999,Other,Not Known,,,,NKRA,NKRA,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
717624,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,HARWICK STANDARD DISTRIBUTION CORPORATION,60 S. SEIBERLING STREET,,AKRON,SUMMIT,OH,44305,05-724-7793,,,,,,,,,HARWICK STANDARD DISTRIBUTION CORP,60 S. SEIBERLING ST.,,AKRON,SUMMIT COUNTY,OH,44305,41.06115,-81.47247,05-724-7793,100603283,110000389295,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"105,623","105,623","176,338","43,736",0,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",No,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,,,,,,,,,,,,,,,,,,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
719882,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"Tribute Energy, Inc.",2100 W. Loop South,Suite 1500,Houston,Harris,TX,77027,80-823-8484,,,,,,,,,"TRIBUTE ENERGY, INC.",2100 WEST LOOP S,SUITE 1500,HOUSTON,HARRIS COUNTY,TX,77027,29.745948,-95.457679,80-823-8484,TSCA10079939,110070920711,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"4,276,967","4,276,967","5,396,915","6,481,589","6,225,853","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,NKRA,Not Known or Reasonably Ascertainable,W1,< 10,NKRA,Not Known or Reasonably Ascertainable,No,Liquid,CC101,"Construction and building materials covering large surface areas including stone, plaster, cement, glass and ceramic articles; fabrics, textiles, and apparel",,F052,Plasticizer,,,,,Commercial,No,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
722433,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"EASTMAN CHEMICAL COMPANY, INC",200 SOUTH WILCOX DRIVE,,KINGSPORT,Sullivan,TN,37660-5147,80-889-8381,,,,,,,,,EASTMAN CHEMICAL CO. B-280 OFF,200 SOUTH WILCOX DRIVE,,KINGSPORT,SULLIVAN,TN,37660-5147,36.53591,-82.5493,80-889-8381,TSCA4101,110056959440,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Withheld,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",CBI,CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,CBI,Liquid,CC418,Lawn and garden care products,,NKRA,Not Known or Reasonably Ascertainable,,,,,Both,No,CBI,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
722433,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"EASTMAN CHEMICAL COMPANY, INC",200 SOUTH WILCOX DRIVE,,KINGSPORT,Sullivan,TN,37660-5147,80-889-8381,,,,,,,,,EASTMAN CHEMICAL CO. B-280 OFF,200 SOUTH WILCOX DRIVE,,KINGSPORT,SULLIVAN,TN,37660-5147,36.53591,-82.5493,80-889-8381,TSCA4101,110056959440,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Withheld,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",CBI,CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,CBI,Liquid,CC203,One-component caulks,,NKRA,Not Known or Reasonably Ascertainable,,,,,Both,No,CBI,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
722433,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"EASTMAN CHEMICAL COMPANY, INC",200 SOUTH WILCOX DRIVE,,KINGSPORT,Sullivan,TN,37660-5147,80-889-8381,,,,,,,,,EASTMAN CHEMICAL CO. B-280 OFF,200 SOUTH WILCOX DRIVE,,KINGSPORT,SULLIVAN,TN,37660-5147,36.53591,-82.5493,80-889-8381,TSCA4101,110056959440,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Withheld,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",CBI,CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,CBI,Liquid,CC214,Solvent-based paint,,NKRA,Not Known or Reasonably Ascertainable,,,,,Commercial,No,CBI,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
722433,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"EASTMAN CHEMICAL COMPANY, INC",200 SOUTH WILCOX DRIVE,,KINGSPORT,Sullivan,TN,37660-5147,80-889-8381,,,,,,,,,EASTMAN CHEMICAL CO. B-280 OFF,200 SOUTH WILCOX DRIVE,,KINGSPORT,SULLIVAN,TN,37660-5147,36.53591,-82.5493,80-889-8381,TSCA4101,110056959440,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Withheld,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",CBI,CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,CBI,Liquid,CC218,"Construction and building materials covering large surface areas, including paper articles; metal articles; stone, plaster, cement, glass and ceramic articles",,NKRA,Not Known or Reasonably Ascertainable,,,,,Both,No,CBI,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
726283,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"G.J. CHEMICAL CO., INC.",40 VERONICA AVENUE,,SOMERSET,Somerset,NJ,8873,07-824-5503,,,,,,,,,GJ CHEMICAL CO INC,128 DOREMUS AVENUE,,NEWARK,ESSEX COUNTY,NJ,07105-4838,40.72845,-74.12114,83-792-0909,100600139,110013762829,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,0,"573,312","573,312","681,712","951,690","1,035,760","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",No,0,0,B1,0 percent by weight,W1,< 10,M4,60% - < 90%,No,Liquid,CC980,Other (specify),PVC Extruding,F052,Plasticizer,,,,,Commercial,No,90,M2,1% - < 30%,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
726283,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"G.J. CHEMICAL CO., INC.",40 VERONICA AVENUE,,SOMERSET,Somerset,NJ,8873,07-824-5503,,,,,,,,,GJ CHEMICAL CO INC,128 DOREMUS AVENUE,,NEWARK,ESSEX COUNTY,NJ,07105-4838,40.72845,-74.12114,83-792-0909,100600139,110013762829,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,0,"573,312","573,312","681,712","951,690","1,035,760","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",No,0,0,B1,0 percent by weight,W1,< 10,M4,60% - < 90%,No,Liquid,CC120,Fabric enhancers,,F052,Plasticizer,,,,,Commercial,No,10,M2,1% - < 30%,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
726316,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,The Chemical Company,44 Southwest Avenue,,Jamestown,Newport,RI,2835,15-362-2584,,,,,,,,,THE CHEMICAL COMPANY,44 SOUTHWEST AVE,PO BOX 436,JAMESTOWN,NEWPORT COUNTY,RI,2835,41.49402,-71.37624,15-362-2584,TSCA108221,110067658467,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,,,W1,< 10,M5,90% +,No,Liquid,CC304,Other articles with routine direct contact during normal use including rubber articles; plastic articles (hard),,F052,Plasticizer,,,,,NKRA,NKRA,100,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
729253,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,Wilbur-Ellis Company LLC,345 California Street,27th Floor,San Francisco,San Francisco,CA,94104,00-691-2075,,,,,,,,,CONNELL BROS. CO. LLC,345 CALIFORNIA ST,FLOOR 27,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94104,37.793172,-122.4005,00-691-3479,TSCA124303,110069521670,424910 Farm Supplies Merchant Wholesalers,Import,,,,,Import,0,"35,274","35,274",0,"35,274","70,547","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,,,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,No,NKRA,,,,,,,,,,,,,,,,,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
729756,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,INDUSTRIAL CHEMICALS INC.,2042 MONTREAT DRIVE,,BIRMINGHAM,JEFFERSON,AL,35216,05-097-8329,,,,,,,,,INDUSTRIAL CHEMICALS INC,2042 MONTREAT DRIVE,,VESTAVIA HILLS,JEFFERSON COUNTY,AL,35216,33.41464,-86.80322,05-097-8329,TSCA4338,110015813574,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"257,484","257,484","37,699","346,343","220,469","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,NKRA,Liquid,CC303,"Packaging (excluding food packaging), including rubber articles; plastic articles (hard); plastic articles (soft)",,F052,Plasticizer,,,,,NKRA,NKRA,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
729799,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"Brenntag Mid-South, Inc.",1405 Highway 136 West,,Henderson,Henderson,KY,42420,12-262-5064,BRENNTAG HOLDING GMBH,Messeallee 11,,Essen,,45131,GM,50-709-1739,BRENNTAG MID-SOUTH INC,1405 HIGHWAY 136 WEST,,HENDERSON,HENDERSON,KY,42420-9662,0,0,12-262-5064,100600592,110000741680,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,0,"172,096","172,096","129,030","129,240",0,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",No,0,0,B1,0 percent by weight,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,No,Liquid,CC111,All-purpose waxes and polishes,,F004,Binder,,,,,NKRA,NKRA,100,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
730262,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"LG CHEM AMERICA, INC.","3475 PIEDMONT ROAD NE, SUITE 1200",,ATLANTA,Fulton,GA,30305,19-465-5882,LG CHEM LTD,"128, Yeoui-daero, Yeongdeungpo-gu",,Seoul,,7336,KS,69-512-8893,"LG CHEM AMERICA, INC.",3475 PIEDMONT RD NE,,ATLANTA,FULTON COUNTY,GA,30305,33.85001,-84.37549,19-465-5882,TSCA99702,110067390110,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
736258,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"ChemSpec, Ltd.",1559 Corporate Woods Parkway,Suite 150,Uniontown,Summit County,OH,44685,13-922-0284,SAFIC ALCAN,13 Cours Valmy,92977 Paris La Dfense Cedex,Paris,,,FR,13-922-0284,"CHEMSPEC, LTD.",1559 CORPORATE WOODS PKWY,SUITE 150,UNIONTOWN,SUMMIT COUNTY,OH,44685,40.96551,-81.468639,13-922-0284,TSCA115201,110069318610,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"131,456","131,456","134,184","88,184","94,150","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,"2,645",B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
736999,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"SHRIEVE CHEMICAL COMPANY, LLC",1755 WOODSTEAD COURT,,THE WOODLANDS,Montgomery,TX,77380,09-397-2602,,,,,,,,,"SHRIEVE CHEMICAL COMPANY, LLC",1755 WOODSTEAD CT,,SPRING,MONTGOMERY COUNTY,TX,77380,30.15463,-95.46315,09-397-2602,TSCA10051072,110070813359,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Withheld,424690 Other Chemical And Allied Products Merchant Wholesalers,Withheld,,,CBI,CBI,CBI,CBI,CBI,CBI,0,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",CBI,,0,CBI,CBI,W1,< 10,M5,90% +,NKRA,Liquid,CC214,Solvent-based paint,,F052,Plasticizer,,,,,Both,No,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
736999,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,"SHRIEVE CHEMICAL COMPANY, LLC",1755 WOODSTEAD COURT,,THE WOODLANDS,Montgomery,TX,77380,09-397-2602,,,,,,,,,"SHRIEVE CHEMICAL COMPANY, LLC",1755 WOODSTEAD CT,,SPRING,MONTGOMERY COUNTY,TX,77380,30.15463,-95.46315,09-397-2602,TSCA10051072,110070813359,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Withheld,424690 Other Chemical And Allied Products Merchant Wholesalers,Withheld,,,CBI,CBI,CBI,CBI,CBI,CBI,0,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",CBI,,0,CBI,CBI,W1,< 10,M5,90% +,NKRA,Liquid,CC216,Water-based paint,,F052,Plasticizer,,,,,Both,No,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
739078,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,MEXICHEM SPECIALTY COMPOUNDS INC dba ALPHAGARY CORP,170 PIONEER DR,,LEOMINSTER,WORCESTER,MA,1453,09-743-4484,ORBIA ADVANCE CORP SAB DE CV,Paseo de la Reforma No. 483 Piso 47,,Mexico City,Cuauhtemoc,6500,MX,81-099-5415,ALPHAGARY CORP,170 PIONEER DRIVE,,LEOMINSTER,WORCESTER,MA,01453-3474,42.53286,-71.70806,09-743-4484,TSCA7647,110000308809,325991 Custom Compounding Of Purchased Resins,Import,,,,,Import,0,"214,378","214,378","1,559,242","9,026,933","8,033,157","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
739836,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,MEXICHEM SPECIALTY COMPOUNDS INC dba ALPHAGARY CORP,170 PIONEER DR,,LEOMINSTER,WORCESTER,MA,1453,09-743-4484,ORBIA ADVANCE CORP SAB DE CV,Paseo de la Reforma No. 483 Piso 47,,Mexico City,Cuauhtemoc,6500,MX,81-099-5415,ALPHAGARY CORP,9635 INDUSTRIAL DR.,,PINEVILLE,MECKLENBURG COUNTY,NC,28134,35.10218,-80.88665,09-743-4484,TSCA7648,110000348800,325991 Custom Compounding Of Purchased Resins,Import,,,,,Import,0,"3,230,008","3,230,008","3,350,606","5,103,068","6,219,949","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",No,0,"389,586",B1,0 percent by weight,W4,50 - 99,M3,30% - < 60%,Yes,Pellets or Large Crystals,CC980,Other (specify),Medical devices and beverage tubing,F052,Plasticizer,,,,,Commercial,No,82,M3,30% - < 60%,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
739836,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,117817,CASRN,MEXICHEM SPECIALTY COMPOUNDS INC dba ALPHAGARY CORP,170 PIONEER DR,,LEOMINSTER,WORCESTER,MA,1453,09-743-4484,ORBIA ADVANCE CORP SAB DE CV,Paseo de la Reforma No. 483 Piso 47,,Mexico City,Cuauhtemoc,6500,MX,81-099-5415,ALPHAGARY CORP,9635 INDUSTRIAL DR.,,PINEVILLE,MECKLENBURG COUNTY,NC,28134,35.10218,-80.88665,09-743-4484,TSCA7648,110000348800,325991 Custom Compounding Of Purchased Resins,Import,,,,,Import,0,"3,230,008","3,230,008","3,350,606","5,103,068","6,219,949","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",No,0,"389,586",B1,0 percent by weight,W4,50 - 99,M3,30% - < 60%,Yes,Pellets or Large Crystals,CC304,Other articles with routine direct contact during normal use including rubber articles; plastic articles (hard),,F052,Plasticizer,,,,,Commercial,No,18,M3,30% - < 60%,NKRA,Not Known or Reasonably Ascertainable,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester"
