CHEMICAL REPORT ID,CHEMICAL NAME,CHEMICAL ID,DOMESTIC PARENT COMPANY NAME CLEANED,SITE NAME,SITE ADDRESS LINE1,SITE CITY CLEANED,SITE STATE,ACTIVITY,2019 DOMESTIC PV,2019 IMPORT PV,2019 PV,2018 PV,2017 PV,2016 PV,WORKERS,RECYCLED,INDUSTRIAL TYPE OF PROCESS OR USE OPERATION,IND FUNCT CAT OTHER DESC,Name,CHEMICAL ID W/O DASHES,DOMESTIC PARENT COMPANY NAME,DOMESTIC PC ADDRESS LINE1,DOMESTIC PC ADDRESS LINE2,DOMESTIC PC CITY,DOMESTIC PC COUNTY / PARISH,DOMESTIC PC STATE,DOMESTIC PC POSTAL CODE,DOMESTIC PC DUN & BRADSTREET NUMBER,FOREIGN PARENT COMPANY NAME,FOREIGN PC ADDRESS LINE1,FOREIGN PC ADDRESS LINE2,FOREIGN PC CITY,FOREIGN PC COUNTY / PARISH,FOREIGN PC POSTAL CODE,FOREIGN PC COUNTRY CODE,FOREIGN PC DUN & BRADSTREET NUMBER,SITE ADDRESS LINE2,SITE CITY,SITE COUNTY / PARISH,SITE POSTAL CODE,SITE LATITUDE,SITE LONGITUDE,SITE DUN & BRADSTREET NUMBER,EPA-TSCA PROGRAM ID,EPA FACILITY REGISTRY ID,SITE NAICS CODE 1,SITE NAICS ACTIVITY 1,SITE NAICS CODE 2,SITE NAICS ACTIVITY 2,SITE NAICS CODE 3,SITE NAICS ACTIVITY 3,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV,IMPORTED CHEM NEVER AT SITE,2019 V USED ON-SITE,2019 V EXPORTED,PCT BYP CODE,PERCENT BYPRODUCT,WORKERS CODE,MAX CONC CODE,MAXIMUM CONCENTRATION,PHYSICAL FORM(S),JOINT FC CODE,JOINT FUNCTION CATEGORY,JOINT FUNCT CAT OTHER DESC
706845,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,"COLONIAL GROUP, INC.",COLONIAL CHEMICAL SOLUTIONS INC,916 W LATHROP,SAVANNAH,GA,,0,0,0,0,0,"132,276",,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)",28553120,"COLONIAL GROUP, INC.",PO BOX 576,101 North Lathrop Ave,SAVANNAH,Chatham,GA,31402,80-837-6735,,,,,,,,,,SAVANNAH,,31402,32.09613,-81.12346,11-004-2897,TSCA7061,110018901054,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",,0,0,,,,,,,,,
706874,"1,3-Isobenzofurandione",85-44-9,"COLONIAL GROUP, INC.",COLONIAL CHEMICAL SOLUTIONS INC,916 W LATHROP,SAVANNAH,GA,,0,0,0,0,"83,775","209,437",,,,,Phthalic anhydride,85449,"COLONIAL GROUP, INC.",PO BOX 576,101 North Lathrop Ave,SAVANNAH,Chatham,GA,31402,80-837-6735,,,,,,,,,,SAVANNAH,,31402,32.09613,-81.12346,11-004-2897,TSCA7061,110018901054,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",,0,0,,,,,,,,,
706784,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,COVALENT CHEMICAL,COVALENT CHEMICAL,6501 CREEDMOOR RD,RALEIGH,NC,Import,0,"88,184","88,184",0,"88,184",0,10 - 24,No,Processing-incorporation into article,,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)",84742,COVALENT CHEMICAL,6501 CREEDMOOR DR. SUITE 207,,RALEIGH,Wake,NC,27613,09-021-2439,,,,,,,,,,RALEIGH,WAKE COUNTY,27613,35.875579,-78.679615,09-021-2439,TSCA10059922,110070714060,424690 Other Chemical And Allied Products Merchant Wholesalers,Both,,,,,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",Yes,,"88,184",NKRA,Not Known or Reasonably Ascertainable,W2,M4,60% - < 90%,,,,
710602,Formaldehyde,50-00-0,"DUPONT SPECIALTY PRODUCTS USA, LLC",CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,Processing as a reactant,,Formaldehyde,50000,"DuPont Specialty Products USA, LLC",974 Centre Road,,Wilmington,New Castle County,DE,19805,11-684-1945,,,,,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,Liquid,,,
709169,Formaldehyde,50-00-0,DYNACHEM INC.,DYNACHEM INC,1 MAPLE GROVE ROAD PO BOX 19,GEORGETOWN,IL,Manufacture,"3,093,240",0,"3,093,240","3,230,910","3,472,714","3,220,830",50 - 99,No,Processing as a reactant,Used as a reactant with urea.,Formaldehyde,50000,DYNACHEM INC.,PO BOX 19,,GEORGETOWN,Vermillion,IL,61846,80-558-5619,,,,,,,,,,GEORGETOWN,VERMILION,61846-0019,0,0,80-558-5619,100603337,110038104720,325199 All Other Basic Organic Chemical Manufacturing,Both,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"3,093,240",0,B2,Greater than 0 but less than 50 percent,W4,M3,30% - < 60%,Liquid,,,
709169,Formaldehyde,50-00-0,DYNACHEM INC.,DYNACHEM INC,1 MAPLE GROVE ROAD PO BOX 19,GEORGETOWN,IL,Manufacture,"3,093,240",0,"3,093,240","3,230,910","3,472,714","3,220,830",50 - 99,No,Processing as a reactant,Used as a reactant with phenol and cresols.,Formaldehyde,50000,DYNACHEM INC.,PO BOX 19,,GEORGETOWN,Vermillion,IL,61846,80-558-5619,,,,,,,,,,GEORGETOWN,VERMILION,61846-0019,0,0,80-558-5619,100603337,110038104720,325199 All Other Basic Organic Chemical Manufacturing,Both,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"3,093,240",0,B2,Greater than 0 but less than 50 percent,W4,M3,30% - < 60%,Liquid,,,
717862,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,DYSTAR LP,DYSTAR LP,209 WATLINGTON INDUSTRIAL DRIVE,REIDSVILLE,NC,Manufacture,"51,852",0,"51,852","25,030","25,021",0,10 - 24,No,"Processing-incorporation into formulation, mixture, or reaction product",,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)",84742,DYSTAR LP,209 WATLINGTON INDUSTRIAL DRIVE,,REIDSVILLE,Rockingham County,NC,27320,96-726-9908,,,,,,,,,,REIDSVILLE,,27320,36.32093,-79.64907,96-726-9908,TSCA6855,110009856165,424690 Other Chemical And Allied Products Merchant Wholesalers,Manufacture,,,,,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",,0,0,B1,0 percent by weight,W2,M5,90% +,Liquid,,,
722433,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,"EASTMAN CHEMICAL COMPANY, INC",EASTMAN CHEMICAL CO. B-280 OFF,200 SOUTH WILCOX DRIVE,KINGSPORT,TN,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"Processing-incorporation into formulation, mixture, or reaction product",,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester",117817,"EASTMAN CHEMICAL COMPANY, INC",200 SOUTH WILCOX DRIVE,,KINGSPORT,Sullivan,TN,37660-5147,80-889-8381,,,,,,,,,,KINGSPORT,SULLIVAN,37660-5147,36.53591,-82.5493,80-889-8381,TSCA4101,110056959440,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Withheld,,,,,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",CBI,CBI,CBI,CBI,CBI,CBI,M5,90% +,Liquid,,,
738603,"Cyclotetrasiloxane, 2,2,4,4,6,6,8,8-octamethyl-",556-67-2,ELKEM SILICONES USA CORP.,BLUESTAR SILICONES USA CORP.,TWO TOWER CENTER BOULEVARD,EAST BRUNSWICK,NJ,CBI,CBI,CBI,CBI,CBI,CBI,CBI,Not Known or Reasonably Ascertainable,NKRA,Processing as a reactant,,Octamethylcyclotetra- siloxane (D4),556672,Elkem Silicones USA Corp.,Two Tower Center Blvd.,Suite 1802,East Brunswick,Middlesex,NJ,08816-1100,79-149-8962,,,,,,,,,SUITE 1601,EAST BRUNSWICK,USA,8816,40.47995,-74.41064,79-149-8962,TSCA6270,110038430436,325199 All Other Basic Organic Chemical Manufacturing,Withheld,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",CBI,,0,CBI,CBI,NKRA,M5,90% +,Liquid,,,
738603,"Cyclotetrasiloxane, 2,2,4,4,6,6,8,8-octamethyl-",556-67-2,ELKEM SILICONES USA CORP.,BLUESTAR SILICONES USA CORP.,TWO TOWER CENTER BOULEVARD,EAST BRUNSWICK,NJ,CBI,CBI,CBI,CBI,CBI,CBI,CBI,Not Known or Reasonably Ascertainable,NKRA,"Processing-incorporation into formulation, mixture, or reaction product",,Octamethylcyclotetra- siloxane (D4),556672,Elkem Silicones USA Corp.,Two Tower Center Blvd.,Suite 1802,East Brunswick,Middlesex,NJ,08816-1100,79-149-8962,,,,,,,,,SUITE 1601,EAST BRUNSWICK,USA,8816,40.47995,-74.41064,79-149-8962,TSCA6270,110038430436,325199 All Other Basic Organic Chemical Manufacturing,Withheld,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",CBI,,0,CBI,CBI,NKRA,M5,90% +,Liquid,,,
701951,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,EVONIK CORPORATION,EVONIK CORPORATION,299 JEFFERSON ROAD,PARSIPPANY,NJ,Import,CBI,CBI,CBI,CBI,CBI,CBI,< 10,No,Processing as a reactant,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)",28553120,Evonik Corporation,299 Jefferson Rd,,Parsippany,Morris,NJ,7054,79-153-3958,,,,,,,,,,PARSIPPANY,MORRIS COUNTY,7054,40.854973,-74.414177,79-153-3958,100605812,110056962577,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,,,W1,M5,90% +,Liquid,,,
701951,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,EVONIK CORPORATION,EVONIK CORPORATION,299 JEFFERSON ROAD,PARSIPPANY,NJ,Import,CBI,CBI,CBI,CBI,CBI,CBI,< 10,No,Processing as a reactant,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)",28553120,Evonik Corporation,299 Jefferson Rd,,Parsippany,Morris,NJ,7054,79-153-3958,,,,,,,,,,PARSIPPANY,MORRIS COUNTY,7054,40.854973,-74.414177,79-153-3958,100605812,110056962577,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,,,W1,M5,90% +,Liquid,,,
701984,"Cyclotetrasiloxane, 2,2,4,4,6,6,8,8-octamethyl-",556-67-2,EVONIK CORPORATION,EVONIK CORPORATION,299 JEFFERSON ROAD,PARSIPPANY,NJ,Import,CBI,CBI,CBI,CBI,CBI,CBI,< 10,No,"Processing-incorporation into formulation, mixture, or reaction product",,Octamethylcyclotetra- siloxane (D4),556672,Evonik Corporation,299 Jefferson Rd,,Parsippany,Morris,NJ,7054,79-153-3958,,,,,,,,,,PARSIPPANY,MORRIS COUNTY,7054,40.854973,-74.414177,79-153-3958,100605812,110056962577,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",Yes,,0,,,W1,M2,1% - < 30%,Liquid,,,
701984,"Cyclotetrasiloxane, 2,2,4,4,6,6,8,8-octamethyl-",556-67-2,EVONIK CORPORATION,EVONIK CORPORATION,299 JEFFERSON ROAD,PARSIPPANY,NJ,Import,CBI,CBI,CBI,CBI,CBI,CBI,< 10,No,Processing as a reactant,,Octamethylcyclotetra- siloxane (D4),556672,Evonik Corporation,299 Jefferson Rd,,Parsippany,Morris,NJ,7054,79-153-3958,,,,,,,,,,PARSIPPANY,MORRIS COUNTY,7054,40.854973,-74.414177,79-153-3958,100605812,110056962577,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",Yes,,0,,,W1,M2,1% - < 30%,Liquid,,,
701984,"Cyclotetrasiloxane, 2,2,4,4,6,6,8,8-octamethyl-",556-67-2,EVONIK CORPORATION,EVONIK CORPORATION,299 JEFFERSON ROAD,PARSIPPANY,NJ,Import,CBI,CBI,CBI,CBI,CBI,CBI,< 10,No,Processing as a reactant,,Octamethylcyclotetra- siloxane (D4),556672,Evonik Corporation,299 Jefferson Rd,,Parsippany,Morris,NJ,7054,79-153-3958,,,,,,,,,,PARSIPPANY,MORRIS COUNTY,7054,40.854973,-74.414177,79-153-3958,100605812,110056962577,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",Yes,,0,,,W1,M2,1% - < 30%,Liquid,,,
708832,"1,3-Butadiene",106-99-0,EXXON MOBIL CORPORATION,EXXON MOBIL BR CHEMICAL PLANT,4999 SCENIC HWY.,BATON ROUGE,LA,Manufacture,CBI,0,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,,"1,3-Butadiene",106990,EXXON MOBIL CORPORATION,5959 Las Colinas Blvd,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BATON ROUGE,,70805,30.497,-91.17327,03-796-1513,TSCA121061,110000449970,325110 Petrochemical Manufacturing,Both,325212 Synthetic Rubber Manufacturing,Both,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,CBI,CBI,NKRA,Not Known or Reasonably Ascertainable,W7,M5,90% +,Liquid,,,
708832,"1,3-Butadiene",106-99-0,EXXON MOBIL CORPORATION,EXXON MOBIL BR CHEMICAL PLANT,4999 SCENIC HWY.,BATON ROUGE,LA,Manufacture,CBI,0,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,,"1,3-Butadiene",106990,EXXON MOBIL CORPORATION,5959 Las Colinas Blvd,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BATON ROUGE,,70805,30.497,-91.17327,03-796-1513,TSCA121061,110000449970,325110 Petrochemical Manufacturing,Both,325212 Synthetic Rubber Manufacturing,Both,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,CBI,CBI,NKRA,Not Known or Reasonably Ascertainable,W7,M5,90% +,Liquid,,,
730464,"1,3-Butadiene",106-99-0,EXXON MOBIL CORPORATION,EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT,3525 DECKER DRIVE,BAYTOWN,TX,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,Intermediates,"1,3-Butadiene",106990,EXXON MOBIL CORPORATION,5959 LAS COLINAS BLVD,,IRVING,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BAYTOWN,HARRIS,77520-1646,29.755989,-95.012563,80-076-5448,TSCA8072,110000463169,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,CBI,CBI,,,W7,M5,90% +,Liquid,,,
730464,"1,3-Butadiene",106-99-0,EXXON MOBIL CORPORATION,EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT,3525 DECKER DRIVE,BAYTOWN,TX,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,Intermediates,"1,3-Butadiene",106990,EXXON MOBIL CORPORATION,5959 LAS COLINAS BLVD,,IRVING,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BAYTOWN,HARRIS,77520-1646,29.755989,-95.012563,80-076-5448,TSCA8072,110000463169,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,CBI,CBI,,,W7,M5,90% +,Liquid,,,
708870,"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",68515-48-0,EXXON MOBIL CORPORATION,EXXON MOBIL BR CHEMICAL PLANT,4999 SCENIC HWY.,BATON ROUGE,LA,Manufacture,CBI,0,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)",68515480,EXXON MOBIL CORPORATION,5959 Las Colinas Blvd,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BATON ROUGE,,70805,30.497,-91.17327,03-796-1513,TSCA121061,110000449970,325110 Petrochemical Manufacturing,Both,325212 Synthetic Rubber Manufacturing,Both,,,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,CBI,CBI,NKRA,Not Known or Reasonably Ascertainable,W7,M5,90% +,Liquid,,,
708870,"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",68515-48-0,EXXON MOBIL CORPORATION,EXXON MOBIL BR CHEMICAL PLANT,4999 SCENIC HWY.,BATON ROUGE,LA,Manufacture,CBI,0,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)",68515480,EXXON MOBIL CORPORATION,5959 Las Colinas Blvd,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BATON ROUGE,,70805,30.497,-91.17327,03-796-1513,TSCA121061,110000449970,325110 Petrochemical Manufacturing,Both,325212 Synthetic Rubber Manufacturing,Both,,,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,CBI,CBI,NKRA,Not Known or Reasonably Ascertainable,W7,M5,90% +,Liquid,,,
714292,"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",68515-48-0,EXXON MOBIL CORPORATION,EXXONMOBIL CHEMICAL COMPANY,22777 SPRINGWOODS VILLAGE PKWY,SPRING,TX,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)",68515480,Exxon Mobil Corporation,5959 Las Colinas Blvd.,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,NATURE 1,SPRING,HARRIS COUNTY,77389,30.103695,-95.446536,07-908-2094,TSCA99565,110067388490,325110 Petrochemical Manufacturing,Withheld,,,,,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,,,
708871,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",68515-49-1,EXXON MOBIL CORPORATION,EXXON MOBIL BR CHEMICAL PLANT,4999 SCENIC HWY.,BATON ROUGE,LA,Manufacture,CBI,0,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,,"Di-isodecyl phthalate (DIDP) - (1,2-benzenedicarboxylic acid 1,2-diisodecyl ester)",68515491,EXXON MOBIL CORPORATION,5959 Las Colinas Blvd,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BATON ROUGE,,70805,30.497,-91.17327,03-796-1513,TSCA121061,110000449970,325110 Petrochemical Manufacturing,Both,325212 Synthetic Rubber Manufacturing,Both,,,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,CBI,CBI,NKRA,Not Known or Reasonably Ascertainable,W7,M5,90% +,Liquid,,,
708871,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",68515-49-1,EXXON MOBIL CORPORATION,EXXON MOBIL BR CHEMICAL PLANT,4999 SCENIC HWY.,BATON ROUGE,LA,Manufacture,CBI,0,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,,"Di-isodecyl phthalate (DIDP) - (1,2-benzenedicarboxylic acid 1,2-diisodecyl ester)",68515491,EXXON MOBIL CORPORATION,5959 Las Colinas Blvd,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BATON ROUGE,,70805,30.497,-91.17327,03-796-1513,TSCA121061,110000449970,325110 Petrochemical Manufacturing,Both,325212 Synthetic Rubber Manufacturing,Both,,,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,CBI,CBI,NKRA,Not Known or Reasonably Ascertainable,W7,M5,90% +,Liquid,,,
708871,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",68515-49-1,EXXON MOBIL CORPORATION,EXXON MOBIL BR CHEMICAL PLANT,4999 SCENIC HWY.,BATON ROUGE,LA,Manufacture,CBI,0,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,,"Di-isodecyl phthalate (DIDP) - (1,2-benzenedicarboxylic acid 1,2-diisodecyl ester)",68515491,EXXON MOBIL CORPORATION,5959 Las Colinas Blvd,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BATON ROUGE,,70805,30.497,-91.17327,03-796-1513,TSCA121061,110000449970,325110 Petrochemical Manufacturing,Both,325212 Synthetic Rubber Manufacturing,Both,,,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,CBI,CBI,NKRA,Not Known or Reasonably Ascertainable,W7,M5,90% +,Liquid,,,
708911,"1,3-Isobenzofurandione",85-44-9,EXXON MOBIL CORPORATION,EXXON MOBIL BR CHEMICAL PLANT,4999 SCENIC HWY.,BATON ROUGE,LA,Manufacture,CBI,0,CBI,CBI,CBI,CBI,1000 - 9999,No,Processing as a reactant,,Phthalic anhydride,85449,EXXON MOBIL CORPORATION,5959 Las Colinas Blvd,,Irving,Dallas,TX,75039-2298,00-121-3214,,,,,,,,,,BATON ROUGE,,70805,30.497,-91.17327,03-796-1513,TSCA121061,110000449970,325110 Petrochemical Manufacturing,Both,325212 Synthetic Rubber Manufacturing,Both,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",,CBI,CBI,NKRA,Not Known or Reasonably Ascertainable,W7,M5,90% +,Liquid,,,
710529,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-",1222-05-5,FIRMENICH INC,FIRMENICH INC,250 PLAINSBORO RD,PLAINSBORO,NJ,CBI,CBI,CBI,CBI,CBI,CBI,CBI,50 - 99,CBI,,,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta [g]-2-benzopyran (HHCB)",1222055,FIRMENICH INC,250 Plainsboro Road,,Plainsboro,New Jersey,NJ,8536,00-182-5892,FIRMENICH INTERNATIONAL SA,Rue de la Bergre 7,,Satigny CH-1242,,,SZ,48-228-3579,,PLAINSBORO,MERCER,8543,40.331944,-74.619722,00-182-5892,100605886,110000321650,"446120 Cosmetics, Beauty Supplies, And Perfume Stores",Withheld,,,,,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",CBI,CBI,0,CBI,CBI,W4,M5,90% +,Liquid,,,
734895,Formaldehyde,50-00-0,FOREMARK PERFORMANCE CHEMICALS,FOREMARK PERFORMANCE CHEMICALS,12511 STRANG RD,LA PORTE,TX,Manufacture,CBI,0,CBI,CBI,CBI,CBI,10 - 24,Yes,Processing as a reactant,Use to make triazines which is an H2S scavenger in oil production,Formaldehyde,50000,Foremark Performance Chemicals,12511 Strang Road,,LaPorte,Harris,TX,77571,08-081-9116,,,,,,,,,FOREMARK PERFORMANCE CHEMICALS,LA PORTE,HARRIS COUNTY,77571,29.697862,-95.033429,08-081-9116,TSCA10050519,110070790418,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"51,840,000",0,B1,0 percent by weight,W2,M3,30% - < 60%,CBI,,,
